Strategy,2Y,5Y,7Y,10Y,20Y,Average
Autoencoder,-2.7529411764705882,-1.3556561085972847,0.7185520361990952,3.1927601809954758,1.1891402714932124,0.19837104072398218
Trend-Follow,1.216289592760181,0.0072398190045254015,0.22262443438914017,0.3619909502262444,-0.15022624434389206,0.33158371040724005
Always Long,0.9031674208144794,0.9158371040723982,0.980995475113122,0.9737556561085973,1.1475113122171945,0.9842533936651584
Always Short,-0.9031674208144794,-0.9158371040723982,-0.980995475113122,-0.9737556561085973,-1.1475113122171945,-0.9842533936651584
